PaNr;Reihe;Blickrichtung;Tiefe;Bonitur;Datum;TK;PARZNR.;BLOCK;FRUCHTFOLGE;KULTUR1;KULTUR2;BOBE;N-DÜNGUNG
74;2;1;85;2;16.05.1995;90;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;1;90;1;16.05.1995;90;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;1;95;0;16.05.1995;105;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;1;100;1;16.05.1995;105;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;1;105;1;16.05.1995;105;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;1;110;0;16.05.1995;120;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;1;115;0;16.05.1995;120;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;1;120;0;16.05.1995;120;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;5;1;16.05.1995;15;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;10;2;16.05.1995;15;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;15;1;16.05.1995;15;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;20;1;16.05.1995;30;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;25;1;16.05.1995;30;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;30;2;16.05.1995;30;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;35;0;16.05.1995;45;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;40;0;16.05.1995;45;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;45;0;16.05.1995;45;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;50;0;16.05.1995;60;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;55;;16.05.1995;60;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;60;1;16.05.1995;60;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;65;2;16.05.1995;75;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;70;2;16.05.1995;75;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;75;0.5;16.05.1995;75;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;80;2.5;16.05.1995;90;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;85;4;16.05.1995;90;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;90;3;16.05.1995;90;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;95;1;16.05.1995;105;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;100;1;16.05.1995;105;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;105;0.5;16.05.1995;105;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;110;1;16.05.1995;120;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;115;0;16.05.1995;120;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
74;2;2;120;0;16.05.1995;120;74;3;Gemüse;Weizen;Spinat;Pflug;N normal
