Datum;Variante;Rohr;Blickrichtung;Tiefe;Bonitur;TK;PARZNR.;BLOCK;FRUCHTFOLGE;KULTUR1;KULTUR2;BOBEA;N-DÜNGUNG;PARZNR.;BLOCK;FRUCHTFOLGE;KULTUR1;KULTUR2;BOBEA;N-DÜNGUNG
26.04.1995;11;2;1;50;0;60;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;1;55;0;60;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;1;60;1;60;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;1;65;0;75;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;1;70;0;75;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;1;75;0;75;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;1;80;0;90;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;1;85;0;90;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;1;90;0;90;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;1;95;0;105;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;1;100;0;105;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;1;105;0;105;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;1;110;0;120;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;1;115;0;120;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;1;120;0;120;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;2;5;0.5;15;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;2;10;1;15;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;2;15;2.5;15;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;2;20;1;30;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;2;25;1;30;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;2;30;2;30;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;2;35;2;45;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;2;40;1.5;45;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;2;45;0;45;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;2;50;1;60;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;2;55;1;60;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;2;60;0;60;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;2;65;1;75;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;2;70;0;75;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;2;75;0;75;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;2;80;0;90;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;2;85;0;90;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;2;90;0;90;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;2;95;0;105;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;2;100;0;105;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;2;105;0;105;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;2;110;0;120;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;2;115;0;120;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
26.04.1995;11;2;2;120;0;120;11;1;Gemüse;Weizen;Spinat;Pflug;N normal;;;;;;;
